Número de documento precedente;Número de documento del documento de ref;Ejercicio para el número de documento FI;Período;Texto tipo de valor;Contra presupuesto p.importe verific.en;Contra presupuesto p.importe verific.en;Moneda transacción;Fondo;Sociedad;Fecha de actualización del control presu;Fe.contabilización;Posición presupuestaria;Denominación de posición presupuestaria;Centro gestor;Nº documento de pago;Clase de importe;Texto;Acreedor;Cuenta de mayor;Responsable de centro gestor en modelo d;Entidad CP;Denominación del fondo;Clase de fondos;Denominación del centro gestor;Tipo pos.presup.;Ejercicio;Programa de financiación;Denominación del área funcional;Denominación proyecto presupuestario;Denominación de operación CO;Número transacción;Centro de coste
3400047367;1900005667;2021;10;Facturas; 200 000 ; 200 000 ;CRC;001;G206;27/10/2021;27/10/2021;E-19905;;20613403;1900005667;Original;DEDUCIBLES, 134-03;4000001902;5990201040;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Aduanera;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093261216;
3400047442;1900005668;2021;10;Facturas; 200 000 ; 200 000 ;CRC;001;G206;27/10/2021;27/10/2021;E-19905;;20613403;1900005668;Original;DEDUCIBLES, 134-03;4000001902;5990201040;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Aduanera;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093261218;
3400046738;1900005674;2021;10;Facturas; 96 389 ; 96 389 ;CRC;001;G206;27/10/2021;27/10/2021;E-10299;;20613403;1900005674;Original;SERVICIOS MUNICIPALES, JULIO 2021, 134-03 P.F.;3014042068;5120299100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Aduanera;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093260090;
3400046738;1900005675;2021;10;Facturas; 96 389 ; 96 389 ;CRC;001;G206;27/10/2021;27/10/2021;E-10299;;20613403;1900005675;Original;SERVICIOS MUNICIPALES, AGOSTO 2021, 134-03 P.F.;3014042068;5120299100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Aduanera;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093260092;
3400046738;1900005676;2021;10;Facturas; 96 389 ; 96 389 ;CRC;001;G206;27/10/2021;27/10/2021;E-10299;;20613403;1900005676;Original;SERVICIOS MUNICIPALES, SETIEMBRE 2021, 134-03 P.F.;3014042068;5120299100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Aduanera;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093260964;
3400046738;1900005677;2021;10;Facturas; 96 389 ; 96 389 ;CRC;001;G206;27/10/2021;27/10/2021;E-10299;;20613403;1900005677;Original;SERVICIOS MUNICIPALES, OCTUBRE 2021, 134-03 P.F.;3014042068;5120299100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Aduanera;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093260966;
3400046737;1900005678;2021;10;Facturas; 10 710 ; 10 710 ;CRC;001;G206;27/10/2021;27/10/2021;E-10299;;20613403;1900005678;Original;SERVICIOS MUNICIPALES, JULIO 2021, 134-03;3014042068;5120299100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Aduanera;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093260968;
3400046737;1900005679;2021;10;Facturas; 10 710 ; 10 710 ;CRC;001;G206;27/10/2021;27/10/2021;E-10299;;20613403;1900005679;Original;SERVICIOS MUNICIPALES, AGOSTO 2021, 134-03;3014042068;5120299100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Aduanera;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093260970;
3400046737;1900005680;2021;10;Facturas; 10 710 ; 10 710 ;CRC;001;G206;27/10/2021;27/10/2021;E-10299;;20613403;1900005680;Original;SERVICIOS MUNICIPALES, SETIEMBRE 2021, 134-03;3014042068;5120299100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Aduanera;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093260972;
3400046737;1900005681;2021;10;Facturas; 10 710 ; 10 710 ;CRC;001;G206;27/10/2021;27/10/2021;E-10299;;20613403;1900005681;Original;SERVICIOS MUNICIPALES, OCTUBRE 2021, 134-03;3014042068;5120299100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Aduanera;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093261214;
1600013868;1900005699;2021;10;Facturas; 8 000 ; 8 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005699;Original;PAGO V.O. PURISCAL 21 OCTUBRE 2021;105770128;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244078;
1600013868;1900005700;2021;10;Facturas; 4 500 ; 4 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005700;Original;PAGO V.O. TURRIALBA 22 OCTUBRE 2021;108760929;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244080;
1600013755;1900005701;2021;10;Facturas; 8 000 ; 8 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613404;1900005701;Original;PAGO V.O. JACO 19 OCTUBRE 2021;109390983;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Asesoria Hacend.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244082;
1600013755;1900005702;2021;10;Facturas; 13 500 ; 13 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613404;1900005702;Original;PAGO V.O. HEREDIA, CARTAGO 12 AL 14 OCT 2021;109390983;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Asesoria Hacend.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244164;
1600013868;1900005703;2021;10;Facturas; 9 000 ; 9 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005703;Original;PAGO V.O. SIQUIRRES 21 OCTUBRE 2021;110210469;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244166;
1600013868;1900005704;2021;10;Facturas; 4 500 ; 4 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005704;Original;PAGO V.O. MATINA 15 OCTUBRE 2021;110320364;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244168;
1600013868;1900005705;2021;10;Facturas; 8 000 ; 8 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005705;Original;PAGO V.O. S JOSE 12 OCTUBRE 2021;110820143;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244170;
1600013744;1900005706;2021;10;Facturas; 13 500 ; 13 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613400;1900005706;Original;PAGO V.O. HEREDIA 04 AL 06 OCTUBRE 2021;113590194;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Adm. Ingresos;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244172;
1600013868;1900005707;2021;10;Facturas; 9 000 ; 9 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005707;Original;PAGO V.O. SIQUIRRES 21 OCTUBRE 2021;113600391;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244174;
1600013868;1900005708;2021;10;Facturas; 4 500 ; 4 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005708;Original;PAGO V.O. GUACIMO 19 OCTUBRE 2021;113600391;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244176;
1600013744;1900005709;2021;10;Facturas; 12 500 ; 12 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613400;1900005709;Original;PAGO V.O. GUAPILES, CARTAGO 14 AL 15 OCTUBRE 21;113930450;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Adm. Ingresos;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244178;
1600013868;1900005710;2021;10;Facturas; 9 000 ; 9 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005710;Original;PAGO V.O. S JOSE 20 AL 22 OCTUBRE 2021;204400600;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244180;
1600013744;1900005711;2021;10;Facturas; 13 500 ; 13 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613400;1900005711;Original;PAGO V.O. CARTAGO, ALAJUELA 15 AL 20 OCT 2021;205760548;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Adm. Ingresos;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244182;
1600013755;1900005712;2021;10;Facturas; 18 000 ; 18 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613404;1900005712;Original;PAGO V.O. ALAJUELA, HEREDIA 11 AL 14 OCT 2021;205920234;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Asesoria Hacend.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244184;
1600013744;1900005713;2021;10;Facturas; 9 000 ; 9 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613400;1900005713;Original;PAGO V.O. HEREDIA, ACOSTA 11 AL 14 OCT 2021;206340545;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Adm. Ingresos;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244186;
1600013744;1900005714;2021;10;Facturas; 4 500 ; 4 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613400;1900005714;Original;PAGO V.O. HEREDIA 06 OCTUBRE 2021;207640999;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Adm. Ingresos;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244188;
1600013868;1900005715;2021;10;Facturas; 4 500 ; 4 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005715;Original;PAGO V.O. TURRIALBA 22 OCTUBRE 2021;303850232;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244190;
1600013744;1900005716;2021;10;Facturas; 13 500 ; 13 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613400;1900005716;Original;PAGO V.O. CARTAGO, ALAJUELA 15 AL 20 OCTUBRE 2021;304000433;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Adm. Ingresos;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244192;
1600013744;1900005717;2021;10;Facturas; 9 000 ; 9 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613400;1900005717;Original;PAGO V.O. ALAJUELA, ACOSTA 05 AL 06 OCTUBRE 2021;305050746;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Adm. Ingresos;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244194;
1600013868;1900005718;2021;10;Facturas; 4 500 ; 4 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005718;Original;PAGO V.O. S RAMON 20 OCTUBRE 2021;401760256;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244196;
1600013868;1900005719;2021;10;Facturas; 13 500 ; 13 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005719;Original;PAGO V.O. ABANGARES 20 AL 22 OCTUBRE 2021;503270923;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244198;
1600013868;1900005720;2021;10;Facturas; 4 500 ; 4 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005720;Original;PAGO V.O. S JOSE 19 OCTUBRE 2021;601640986;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244200;
1600013744;1900005721;2021;10;Facturas; 12 500 ; 12 500 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613400;1900005721;Original;PAGO V.O. CALDERA, ALAJUELA 11 AL 14 OCT 2021;603330965;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Adm. Ingresos;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244202;
1600013868;1900005722;2021;10;Facturas; 17 000 ; 17 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005722;Original;PAGO V.O. SIQUIRRES, GUACIMO 12 AL 15 OCT 21;701110184;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244204;
1600013868;1900005723;2021;10;Facturas; 9 000 ; 9 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613402;1900005723;Original;PAGO V.O. SIQUIRRES 21 OCTUBRE 2021;701290204;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244206;
1600013915;1900005724;2021;10;Facturas; 83 000 ; 83 000 ;CRC;001;G206;28/10/2021;28/10/2021;E-10502;;20613403;1900005724;Original;PAGO V.O. SIXOALA 14 AL 20 OCTUBRE 2021;702030103;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Aduanera;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093244208;
1600013868;1900005744;2021;11;Facturas; 9 000 ; 9 000 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005744;Original;PAGO V.O. MORA, ACOSTA 18 AL 19 OCTUBRE 2021;105770128;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354614;
1600013866;1900005745;2021;11;Facturas; 5 330 ; 5 330 ;CRC;001;G206;1/11/2021;1/11/2021;E-10501;;20613402;1900005745;Original;PAGO TRANSP. 20 AL 21 OCTUBRE 2021;107350826;5120501000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354616;
1600013868;1900005746;2021;11;Facturas; 41 000 ; 41 000 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005746;Original;PAGO V.O. BAGACES, PUNTARENAS 20 AL 21 OCT 2021;107350826;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354618;
1600013866;1900005747;2021;11;Facturas; 5 320 ; 5 320 ;CRC;001;G206;1/11/2021;1/11/2021;E-10501;;20613402;1900005747;Original;PAGO PEAJES 20 OCTUBRE 2021;108550110;5120501000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354620;
1600013868;1900005748;2021;11;Facturas; 8 000 ; 8 000 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005748;Original;PAGO V.O. PUNTARENAS 20 OCTUBRE 2021;108550110;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354622;
1600013744;1900005749;2021;11;Facturas; 9 000 ; 9 000 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613400;1900005749;Original;PAGO V.O. HEREDIA, ALAJUELA 13 AL 15 OCTUBRE 21;109770178;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Adm. Ingresos;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354624;
1600013868;1900005750;2021;11;Facturas; 4 500 ; 4 500 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005750;Original;PAGO V.O. POCOCI 26 OCTUBRE 2021;110210469;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354626;
1600013755;1900005751;2021;11;Facturas; 8 000 ; 8 000 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613404;1900005751;Original;PAGO V.O. JACO 19 OCTUBRE 2021;114230782;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Asesoria Hacend.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354628;
1600013866;1900005752;2021;11;Facturas; 875 ; 875 ;CRC;001;G206;1/11/2021;1/11/2021;E-10501;;20613402;1900005752;Original;PAGO PEAJES 25 OCTUBRE 2021;206140788;5120501000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354630;
1600013868;1900005753;2021;11;Facturas; 4 500 ; 4 500 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005753;Original;PAGO V.O. S JOSE 25 OCTUBRE 2021;206140788;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354632;
1600013744;1900005754;2021;11;Facturas; 8 000 ; 8 000 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613400;1900005754;Original;PAGO V.O. GUAPILES 14 OCTUBRE 2021;302850065;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Adm. Ingresos;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354634;
1600013868;1900005755;2021;11;Facturas; 12 500 ; 12 500 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005755;Original;PAGO V.O. POCOCI 21 OCTUBRE 2021;304210796;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354636;
1600013868;1900005756;2021;11;Facturas; 4 500 ; 4 500 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005756;Original;PAGO V.O. QUEPOS 27 OCTUBRE 2021;502200535;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354638;
1600013868;1900005757;2021;11;Facturas; 13 500 ; 13 500 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005757;Original;PAGO V.O. ABANGARES 20 AL 22 OCTUBRE 2021;502370863;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354640;
1600013868;1900005758;2021;11;Facturas; 4 500 ; 4 500 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005758;Original;PAGO V.O. BAGACES 20 OCTUBRE 2021;603170782;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354642;
1600013868;1900005759;2021;11;Facturas; 4 500 ; 4 500 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005759;Original;PAGO V.O. GUACIMO 19 OCTUBRE 2021;701110184;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354644;
1600013868;1900005760;2021;11;Facturas; 4 500 ; 4 500 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005760;Original;PAGO V.O. POCOCI 26 OCTUBRE 2021;701290204;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354646;
1600013868;1900005761;2021;11;Facturas; 8 000 ; 8 000 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005761;Original;PAGO V.O. S JOSE 25 OCTUBRE 2021;701390228;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354648;
1600013868;1900005762;2021;11;Facturas; 8 000 ; 8 000 ;CRC;001;G206;1/11/2021;1/11/2021;E-10502;;20613402;1900005762;Original;PAGO V.O. S JOSE 25 OCTUBRE 2021;701770308;5120502000;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093354650;
3400045358;1900005764;2021;11;Facturas; 13 013 ; 13 013 ;CRC;001;G206;1/11/2021;1/11/2021;E-10201;;20613402;1900005764;Original;SERVICIO AGUA POTABLE AGOSTO 2021 (134-02;4000042138;5120201100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093532997;
3400045358;1900005765;2021;11;Facturas; 207 183 ; 207 183 ;CRC;001;G206;1/11/2021;1/11/2021;E-10201;;20613402;1900005765;Original;SERVICIO AGUA POTABLE AGOSTO 2021 (134-02;4000042138;5120201100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093532999;
3400045358;1900005766;2021;11;Facturas; 336 106 ; 336 106 ;CRC;001;G206;1/11/2021;1/11/2021;E-10201;;20613402;1900005766;Original;SERVICIO AGUA POTABLE AGOSTO 2021 (134-02;4000042138;5120201100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093533001;
3400045358;1900005767;2021;11;Facturas; 355 354 ; 355 354 ;CRC;001;G206;1/11/2021;1/11/2021;E-10201;;20613402;1900005767;Original;SERVICIO AGUA POTABLE AGOSTO 2021 (134-02;4000042138;5120201100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093533003;
3400045358;1900005768;2021;11;Facturas; 47 296 ; 47 296 ;CRC;001;G206;1/11/2021;1/11/2021;E-10201;;20613402;1900005768;Original;SERVICIO AGUA POTABLE AGOSTO 2021 (134-02;4000042138;5120201100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093533005;
3400045358;1900005769;2021;11;Facturas; 243 711 ; 243 711 ;CRC;001;G206;1/11/2021;1/11/2021;E-10201;;20613402;1900005769;Original;SERVICIO AGUA POTABLE AGOSTO 2021 (134-02;4000042138;5120201100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093533007;
3400045362;1900005770;2021;11;Facturas; 26 118 ; 26 118 ;CRC;001;G206;1/11/2021;1/11/2021;E-10202;;20613402;1900005770;Original;SERVICIOS ELECTRICOS MES SETIEMBRE 2021 (134-02;3101000046;5120202100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093531888;
3400045362;1900005771;2021;11;Facturas; 3 660 ; 3 660 ;CRC;001;G206;1/11/2021;1/11/2021;E-10202;;20613402;1900005771;Original;SERVICIOS ELECTRICOS MES SETIEMBRE 2021 (134-02;3101000046;5120202100;CARGAINICIAL;PEJC;Ingresos Corrientes;PROPIO;Gestión Ing. Int.;3;2021;206;SERVICIOS PUBLICOS GENERA;Proyecto Presupuesta;Contab.ctas.mayor;3000000093531891;
